Plant,Posting Date,Work Center,,Machine Number,Grade,Material,,MFG Part Number,Order,Employee Number,Shifts,Order Count,"Operation 
Count","Confirmed
Qty","Scrap
Actual","Setup 
Plan","Machining
Plan","Machining
Actual","Labor 
Plan","Labor
Actual","Activity 4
Actual","Activity 4
Plan","Activity 5
Actual","Activity 5
Plan","Activity 6
Actual","Activity 6
Plan"
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC5010,1310948,SCREW ON LF LIGHT FINISHING INSERT,#,115654155,20648,1,1,1,280,3,0.5,0.62,0.9,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC5010,1310948,SCREW ON LF LIGHT FINISHING INSERT,#,115654155,63877,1,1,1,650,38,0.5,1.51,2.19,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC5010,1824861,SCREW ON LF LIGHT FINISHING INSERT,#,115657937,63877,3,1,1,,,0.5,,,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC730,1161975,SCREW ON LF LIGHT FINISHING INSERT,#,115654156,20648,1,1,1,293,4,0.5,0.51,1.24,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC730,1162010,SCREW ON LF LIGHT FINISHING INSERT,#,115654147,20648,2,1,1,293,7,0.5,0.87,1.19,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCK20,3755513,SCREW ON LF LIGHT FINISHING INSERT,#,115654145,20648,1,1,1,293,12,0.42,0.58,0.84,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCM15,3755651,SCREW ON LF LIGHT FINISHING INSERT,#,115654144,20648,2,1,1,283,10,0.42,0.56,0.7,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCP10,3749404,SCREW ON LF LIGHT FINISHING INSERT,#,115657935,20648,2,1,1,300,12,0.42,0.59,0.85,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCP10,3749404,SCREW ON LF LIGHT FINISHING INSERT,#,115657935,63877,2,1,1,270,2,0.42,0.52,0.69,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCP25B,5698121,SCREW ON LF LIGHT FINISHING INSERT,#,115657936,63877,2,1,1,570,16,0.5,1.17,1.68,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KT315,1870000,SCREW ON LF LIGHT FINISHING INSERT,#,115654146,20648,1,1,1,293,8,0.5,0.51,1.09,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KT315,1870323,SCREW ON LF LIGHT FINISHING INSERT,#,115654154,20648,1,1,1,293,10,0.5,0.52,0.87,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,1310951,SCREW ON LF LIGHT FINISHING INSERT,#,115585668,21269,2,1,1,"1,190",25,0.42,4.01,3.4,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC730,1161841,SCREW ON MF MEDIUM FINISHING INSERT,#,115660778,63877,3,1,1,,,0.5,,,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC730,1161925,SCREW ON LF LIGHT FINISHING INSERT,#,115613025,21269,2,1,1,100,2,0.5,0.3,0.67,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC730,1161925,SCREW ON LF LIGHT FINISHING INSERT,#,115613025,63877,2,1,1,270,3,0.5,0.79,1.27,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,YYATGS,6150413,INSERT POSITIVE SCREW-ON,#,115627129,21269,1,1,1,"1,190",10,0.5,2.04,3.34,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,YYATGS,6150413,INSERT POSITIVE SCREW-ON,#,115627131,63877,3,1,1,"1,160",35,0.5,2.03,3.49,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,YYATGS,6150413,INSERT POSITIVE SCREW-ON,#,115645189,21269,1,1,1,600,10,0.5,1.04,1.67,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,YYATGS,6150413,INSERT POSITIVE SCREW-ON,#,115645189,63877,1,1,1,570,13,0.5,0.99,1.24,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,#,KC725M,1157799,INS.MCF45 WITH FACE CHAMFER CHIP BREAK,#,115617671,#,1,1,1,865,378,0.5,2.86,2.86,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,#,KCM15,3744866,SCREW ON MP MEDIUM POSITIVE INSERT,#,115645083,#,2,1,1,283,,0.5,0.57,0.57,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,#,KCP10,3749455,SCREW ON MF MEDIUM FINISHING INSERT,#,115637750,#,2,1,1,"1,127",,0.5,2.59,2.59,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,#,KCP10B,5413180,KENLOC RP ROUGHING POSITIVE INSERT,#,115623664,#,1,1,1,624,18,0.5,1.48,1.48,,,,,,,,
OR01,09.06.2016,PRS3R,3R PRESS OSTERWALDER,#,KCP10B,5413180,KENLOC RP ROUGHING POSITIVE INSERT,#,115623665,#,1,1,1,624,,0.5,1.44,1.44,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,28045,K313,2622348,MISC KNDX INSRTS,#,115656831,21227,3,1,1,212,6,0.5,0.52,1.43,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,28045,KCM40,5883444,7713 SERIES  12MM INSERT 8-INDEXES,#,115657913,21161,2,1,1,,,X,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,28045,KCPM40,5542248,16MM -SHP DAISY HEAVY GEOMETRY,#,115657914,21161,3,1,1,,,0.5,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,28045,KCPM40,5542248,16MM -SHP DAISY HEAVY GEOMETRY,#,115657914,63858,3,1,1,,,0.5,,0.27,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,28045,KCU10,3744988,SCREW ON MP MEDIUM POSITIVE INSERT,#,115657932,21161,1,1,1,580,164,0.5,1.71,5.57,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,28045,KCU10,3744988,SCREW ON MP MEDIUM POSITIVE INSERT,#,115657932,21227,1,1,1,,,0.5,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,32108,KCK20,3755542,SCREW ON MF MEDIUM FINISHING INSERT,#,115661144,63858,3,1,1,,,0.5,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,32108,KCK20B,5640419,SCREW ON LF LIGHT FINISHING INSERT,#,115657822,63858,3,1,1,300,19,0.5,0.64,2.07,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,32108,KCM25,3760292,SCREW ON LF LIGHT FINISHING INSERT,#,115657820,21161,1,1,1,"1,135",18,0.42,2.19,3.96,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,32108,KCP10,3749383,SCREW ON LF LIGHT FINISHING INSERT,#,115657821,21161,2,1,1,650,16,0.42,1.27,2.65,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,32108,KCP10,3749383,SCREW ON LF LIGHT FINISHING INSERT,#,115657821,63858,2,1,1,150,2,0.42,0.29,1.03,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,32108,WN10HM,5933940,VSM11 MILLING INSERT R=0.4 ALP,#,115661202,21227,3,1,1,580,19,0.5,1.68,2.31,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,32108,WN10HM,5933940,VSM11 MILLING INSERT R=0.4 ALP,#,115661203,21161,1,1,1,185,5,0.5,0.53,0.87,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,32108,WN10HM,5933940,VSM11 MILLING INSERT R=0.4 ALP,#,115661203,21227,1,1,1,395,6,0.5,1.12,1.47,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,43101,K313,1161098,KENLOC CHIP CONTROL INSERT,#,115654092,63858,2,1,1,283,13,0.5,1.15,1.67,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,43101,KC725M,2271087,18MM ENDMILL INSERT .015 0.4MM RAD,#,115654125,21161,1,1,1,,,0.5,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,43101,KC935,1771164,KENLOC INSERTS-POSITIVE RAKE,#,115657087,21161,2,1,1,570,16,0.5,2.29,3.38,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,43101,WK20CT,4171909,NEGATIVE INSERT GEO RH,#,115661381,21161,1,1,1,300,88,0.5,0.93,2.05,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,43101,WM25CT,4173055,NEGATIVE INSERT GEO RH,#,115608073,21227,3,1,1,300,21,0.5,0.77,1.91,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,43101,WP25CT,4171537,NEGATIVE INSERT GEO RH,#,115661150,63858,3,1,1,,,0.5,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,43101,WP35CT,4171729,NEGATIVE INSERT GEO RH,#,115657946,21227,3,1,1,300,13,0.5,0.72,2.01,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC5010,1865870,K LOCK INSERT,#,115657903,63928,3,1,1,320,3,0.5,0.9,1.34,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC5010,1865870,K LOCK INSERT,#,115657904,21044,1,1,1,320,6,0.5,0.91,1.97,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC5010,1865870,K LOCK INSERT,#,115657904,63928,1,1,1,,,0.5,,0.12,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC5010,1865870,K LOCK INSERT,#,115657905,21044,1,1,1,320,15,0.5,0.94,1.54,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC5010,1865870,K LOCK INSERT,#,115657906,21044,2,1,1,320,20,0.5,0.95,2.29,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC5010,1865870,K LOCK INSERT,#,115657907,21044,2,1,1,320,5,0.5,0.91,1.34,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC5010,1865870,K LOCK INSERT,#,115657908,21044,1,1,1,320,10,0.5,0.92,1.39,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC5010,1865870,K LOCK INSERT,#,115657909,64891,2,1,1,320,5,0.5,0.91,1.38,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC5010,1865870,K LOCK INSERT,#,115657910,64891,2,1,1,320,5,0.5,0.91,1.32,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,47191,KC5010,1865870,K LOCK INSERT,#,115657911,64891,3,1,1,,,0.5,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,47191,#,5605950,UP GEOMETRY POSITIVE INSERT,#,115620422,21044,1,1,1,30,7,0.5,0.19,0.26,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50591,KC725M,3642170,MILL 1-10 INSERT R=0.8,#,115657849,21044,1,1,1,640,8,0.5,1.81,1.5,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCK15,2460185,18MM MILL 1 INSERT 1.2MM RAD TLAND + HON,#,115657852,63508,3,1,1,400,18,0.5,1.17,1.34,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCPK30,3642172,MILL 1-10 INSERT R=0.8,#,115657848,21044,1,1,1,640,8,0.5,1.81,1.7,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCPK30,3642172,MILL 1-10 INSERT R=0.8,#,115664217,21044,2,1,1,640,8,0.5,1.81,1.67,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCPK30,3642172,MILL 1-10 INSERT R=0.8,#,115664218,21044,2,1,1,640,8,0.5,1.81,1.45,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCPM40,5545216,MILL 1-10 INSERT R=0.8R,#,115657846,21044,1,1,1,390,5,0.5,1.11,1.63,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCPM40,5545216,MILL 1-10 INSERT R=0.8R,#,115657846,63508,1,1,1,250,12,0.5,0.73,0.54,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCPM40,5545216,MILL 1-10 INSERT R=0.8R,#,115657847,21044,1,1,1,640,8,0.5,1.81,1.29,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCPM40,5545216,MILL 1-10 INSERT R=0.8R,#,115664219,64891,2,1,1,640,14,0.5,1.83,1.42,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCPM40,5545216,MILL 1-10 INSERT R=0.8R,#,115664240,64891,2,1,1,640,8,0.5,1.81,1.58,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCPM40,5545216,MILL 1-10 INSERT R=0.8R,#,115664241,64891,3,1,1,,,0.5,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCPM40,5545401,MILL 1-18 INSERTS RADIUS 1.2 SGD,#,115657850,63508,3,1,1,640,18,0.5,1.84,2.26,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50591,KCPM40,5545401,MILL 1-18 INSERTS RADIUS 1.2 SGD,#,115657851,63508,3,1,1,640,8,0.5,1.81,1.72,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC5025,1866619,SCREW ON LF LIGHT FINISHING INSERT,#,115661085,63877,3,1,1,"1,150",27,0.5,3.53,3.14,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50592,KC725M,3124699,INSERT MILL 1-18 R=6 4 MM,#,115641669,21269,1,1,1,,,X,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCM25,3769228,SCREW ON FP LIGHT FINISHING INSERT,#,115657825,64863,3,1,1,290,12,0.5,0.6,0.73,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP05,3748397,SCREW ON LF LIGHT FINISHING INSERT,#,115657763,21269,1,1,1,300,15,0.5,0.63,1.11,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP25B,5387587,SCREW ON MP MEDIUM POSITIVE INSERT,#,115661171,21269,2,1,1,650,20,0.5,1.41,2.37,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP25B,5387587,SCREW ON MP MEDIUM POSITIVE INSERT,#,115661171,64863,2,1,1,150,3,0.5,0.32,0.01,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP25B,5694057,SCREW ON LF LIGHT FINISHING INSERT,#,115657762,21269,1,1,1,300,5,0.5,0.61,1.41,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCP25B,5694057,SCREW ON LF LIGHT FINISHING INSERT,#,115657762,63877,1,1,1,,,0.5,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50592,KCU10,3769354,SCREW ON FP LIGHT FINISHING INSERT,#,115657824,64863,3,1,1,,,0.5,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50592,WP25CT,4170329,POSITIVE INSERT GEO FP,#,115657823,64863,2,1,1,570,21,0.5,1.18,1.56,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50593,KC730,1159602,KENLOC CHIP CONTROL INSERT,#,115637703,63928,3,1,1,"1,120",17,0.5,2.62,4.18,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50593,KC7310,1310955,KENLOC CHIP CONTROL INSERT,#,115645095,20648,1,1,1,658,28,0.5,1.58,2.69,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50593,KC7310,1310955,KENLOC CHIP CONTROL INSERT,#,115645095,63928,1,1,1,462,4,0.5,1.07,1.66,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50593,KC7310,1310955,KENLOC CHIP CONTROL INSERT,#,115645096,20648,1,1,1,"1,120",23,0.5,2.63,3.19,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50593,KC7310,1310955,KENLOC CHIP CONTROL INSERT,#,115645097,20648,2,1,1,"1,120",11,0.5,2.6,3.03,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50593,KC850,1161282,KENLOC CHIP CONTROL INSERT,#,115596982,64863,2,1,1,,,X,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS10PT,5908966,"NEGATIVE STYLE, PIN LOCK INSERT",#,115581847,20648,2,1,1,,,0.5,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS10PT,5908966,"NEGATIVE STYLE, PIN LOCK INSERT",#,115581847,64863,2,1,1,308,12,0.5,0.74,1.09,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS25PT,5908967,"NEGATIVE STYLE, PIN LOCK INSERT",#,115613136,64863,2,1,1,308,14,0.5,0.74,1.18,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50593,WS25PT,5908967,"NEGATIVE STYLE, PIN LOCK INSERT",#,115654162,64863,3,1,1,,,0.5,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50696,KC725M,2226320,INDUSTRY STANDARD 16MM MILLING INSERT,#,115653854,64891,3,1,1,,,0.5,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50696,KCP10,5193150,RCMT1606M0MP EM04B  SCREW-ON INSERT,#,115663568,21044,2,1,1,560,26,0.5,1.41,1.53,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50696,KCP10,5193150,RCMT1606M0MP EM04B  SCREW-ON INSERT,#,115663569,64891,2,1,1,560,6,0.5,1.36,1.48,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50696,KCP10B,6096928,INSERT RCMX2507M0TUP UP GEOMETRY POS,#,115653160,21044,1,1,1,80,21,0.5,0.28,0.35,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50696,KCP25,4075308,KENLOC MP MEDIUM POSITIVE INSERT,#,115649648,63508,3,1,1,700,16,0.5,1.36,2.62,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50696,WP15CT,4171069,NEGATIVE INSERT GEO ML,#,115654120,63508,3,1,1,570,17,0.5,1.35,1.16,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,50696,WP25CT,4170484,NEGATIVE INSERT GEO ML,#,115657839,21044,1,1,1,,,X,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC5010,1824861,SCREW ON LF LIGHT FINISHING INSERT,#,115657937,63877,3,1,1,"1,160",30,0.5,2.02,2.79,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC730,1162011,SCREW ON LF LIGHT FINISHING INSERT,#,115657938,63877,3,1,1,290,3,0.5,0.85,0.69,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC850,1162426,SCREW ON LF LIGHT FINISHING INSERT,#,115661612,20648,1,1,1,870,7,0.5,1.49,2.03,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC850,1162426,SCREW ON LF LIGHT FINISHING INSERT,#,115661614,20648,1,1,1,870,17,0.5,1.51,2,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC850,1162426,SCREW ON LF LIGHT FINISHING INSERT,#,115661615,20648,2,1,1,"1,087",8,0.5,1.86,2.92,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC935,1161481,SCREW ON MF MEDIUM FINISHING INSERT,#,115621129,65083,2,1,1,310,11,0.5,0.71,0.82,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KC935,1161481,SCREW ON MF MEDIUM FINISHING INSERT,#,115637772,65083,3,1,1,310,12,0.5,0.71,1.27,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCK20,3755514,SCREW ON LF LIGHT FINISHING INSERT,#,115657934,63877,3,1,1,"1,140",29,0.42,2.22,2.53,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCK20B,5639767,SCREW ON LF LIGHT FINISHING INSERT,#,115661155,20648,2,1,1,268,21,0.5,0.58,0.81,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KCK20B,5639767,SCREW ON LF LIGHT FINISHING INSERT,#,115661155,65083,2,1,1,302,3,0.5,0.61,0.81,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52411,KT315,1620374,SCREW ON LF LIGHT FINISHING INSERT,#,115664201,65083,3,1,1,,,0.42,,,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,1871014,SCREW ON LF LIGHT FINISHING INSERT,#,115661086,21269,2,1,1,"1,200",50,0.42,4.13,2.77,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC5010,1871014,SCREW ON LF LIGHT FINISHING INSERT,#,115661087,21269,2,1,1,"1,200",12,0.42,4,2.34,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,KC730,1161841,SCREW ON MF MEDIUM FINISHING INSERT,#,115660778,63877,3,1,1,370,14,0.5,1.11,2.56,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCM15,3755665,SCREW ON MF MEDIUM FINISHING INSERT,#,115649479,63877,3,1,1,220,20,0.42,0.46,1.17,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCM15,3755665,SCREW ON MF MEDIUM FINISHING INSERT,#,115649479,63928,3,1,1,70,1,0.42,0.14,0.01,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCM25,3769230,SCREW ON FP LIGHT FINISHING INSERT,#,115661088,21269,1,1,1,304,15,0.5,0.64,0.51,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCP10,3769010,SCREW ON FP LIGHT FINISHING INSERT,#,115661090,63928,3,1,1,283,13,0.5,0.59,1.53,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCP25,3769139,SCREW ON FP LIGHT FINISHING INSER,#,115661089,21269,1,1,1,200,3,0.5,0.41,0.45,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,KCP25,3769139,SCREW ON FP LIGHT FINISHING INSER,#,115661089,63928,1,1,1,400,21,0.5,0.84,1.19,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,52412,KT315,1620374,SCREW ON LF LIGHT FINISHING INSERT,#,115654098,65083,2,1,1,500,11,0.42,1.69,1.55,,,,,,,,
OR01,10.06.2016,PRS3R,3R PRESS OSTERWALDER,#,KC522M,3779249,MILL 1-10 INSERT R=0.4,#,115613043,#,1,1,1,320,18,0.5,0.95,0.95,,,,,,,,
OR01,11.06.2016,PRS3R,3R PRESS OSTERWALDER,28045,KCP10,3769031,SCREW ON FP LIGHT FINISHING INSERT,#,115657940,20986,1,1,1,76,12,0.5,0.2,4.01,,,,,,,,
OR01,11.06.2016,PRS3R,3R PRESS OSTERWALDER,28045,KCP10,3769031,SCREW ON FP LIGHT FINISHING INSERT,#,115657940,20986,3,1,1,,,X,,,,,,,,,,
OR01,11.06.2016,PRS3R,3R PRESS OSTERWALDER,28045,KCP10,3769031,SCREW ON FP LIGHT FINISHING INSERT,#,115657940,63858,1,1,1,76,12,0.5,0.2,0,,,,,,,,
OR01,11.06.2016,PRS3R,3R PRESS OSTERWALDER,28045,KCP10,3769031,SCREW ON FP LIGHT FINISHING INSERT,#,115657940,63858,3,1,1,,,X,,,,,,,,,,
OR01,11.06.2016,PRS3R,3R PRESS OSTERWALDER,28045,KCPM40,5542248,16MM -SHP DAISY HEAVY GEOMETRY,#,115657914,63858,3,1,1,800,106,0.5,2.54,1.77,,,,,,,,
OR01,11.06.2016,PRS3R,3R PRESS OSTERWALDER,28045,WK20CT,4170102,POSITIVE INSERT GEO FP,#,115657939,20986,2,1,1,285,21,0.5,0.7,3.09,,,,,,,,
OR01,11.06.2016,PRS3R,3R PRESS OSTERWALDER,32108,K313,1162189,SCREW ON LF LIGHT FINISHING INSERT,#,115661060,63858,3,1,1,,,0.5,,,,,,,,,,
OR01,11.06.2016,PRS3R,3R PRESS OSTERWALDER,32108,KCK20,3755542,SCREW ON MF MEDIUM FINISHING INSERT,#,115661144,63858,3,1,1,"1,132",26,0.5,2.32,4.72,,,,,,,,
OR01,11.06.2016,PRS3R,3R PRESS OSTERWALDER,32108,KCM25,3760330,SCREW ON MF MEDIUM FINISHING INSERT,#,115661143,20986,1,1,1,"1,130",11,0.5,2.28,4.74,,,,,,,,
OR01,11.06.2016,PRS3R,3R PRESS OSTERWALDER,32108,KCU10,4070430,SCREW-ON INSERTS,#,115660287,20986,2,1,1,35,10,0.5,0.09,2.33,,,,,,,,
OR01,11.06.2016,PRS3R,3R PRESS OSTERWALDER,32108,WK20CT,4170380,POSITIVE INSERT GEO FLAT TOP,#,115657918,20986,1,1,1,161,16,0.5,0.41,4.84,,,,,,,,
OR01,11.06.2016,PRS3R,3R PRESS OSTERWALDER,32108,WK20CT,4170380,POSITIVE INSERT GEO FLAT TOP,#,115657918,20986,2,1,1,,,X,,,,,,,,,,
OR01,11.06.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP25,3753557,KENLOC RN ROUGHING NEGATIVE INSERT,#,115661181,20986,1,1,1,560,39,0.5,1.38,5.01,,,,,,,,
OR01,11.06.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP25,3753557,KENLOC RN ROUGHING NEGATIVE INSERT,#,115661181,63858,1,1,1,,,0.5,,,,,,,,,,
OR01,11.06.2016,PRS3R,3R PRESS OSTERWALDER,43101,KCP25B,5696933,KENLOC RN ROUGHING NEGATIVE INSERT,#,115661182,20986,2,1,1,560,,0.42,1.06,2.88,,,,,,,,
